ticker,name,sector,region,country,indices
9999.HK,NetEase,Commerce & Industry,Asie,Hong Kong,Hang Seng
A,Agilent Technologies,Health Care,US,États-Unis,S&P 500
A2A.MI,A2A,Utilities,Europe,Italie,FTSE MIB|STOXX Europe 600
A5G.IR,AIB Group,,Europe,Irlande,ISEQ 20
AAF.L,Airtel Africa,Telecommunications services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
AAK.ST,Aak,,Europe,Suède,STOXX Europe 600
AAL.L,Anglo American plc,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
AALB.AS,Aalberts,,Europe,Pays-Bas,STOXX Europe 600
AAPL,Apple Inc.,Information Technology,US,États-Unis,S&P 500
AAS.L,Aberdeen Asia Focus,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ABB.ST,ABB Ltd,Industrials,Europe,Suède,OMX Stockholm 30
ABBN.SW,ABB Ltd,Industrials,Europe,Suisse,SMI|STOXX Europe 600
ABBV,AbbVie,Health Care,US,États-Unis,S&P 500
ABDN.L,Aberdeen Group,Financial Services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ABF.L,Associated British Foods,Food & tobacco,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ABI.BR,Anheuser-Busch InBev,Consumer Staples,Europe,Belgique,EURO STOXX 50|BEL 20|STOXX Europe 600
ABN.AS,ABN AMRO,Financials,Europe,Pays-Bas,AEX|STOXX Europe 600
ABNB,Airbnb,Consumer Discretionary,US,États-Unis,S&P 500
ABT,Abbott Laboratories,Health Care,US,États-Unis,S&P 500
ABVX.PA,Abivax Sa,,Europe,France,STOXX Europe 600
AC.PA,Accor,Consumer Services,Europe,France,CAC 40|CAC Next 20|STOXX Europe 600
ACA.PA,Crédit Agricole,Financial Services,Europe,France,CAC 40|STOXX Europe 600
ACGL,Arch Capital Group,Financials,US,États-Unis,S&P 500
ACKB.BR,Ackermans & van Haaren,Industrials,Europe,Belgique,BEL 20|STOXX Europe 600
ACLN.SW,Accelleron N Ag,,Europe,Suisse,STOXX Europe 600
ACN,Accenture,Information Technology,US,États-Unis,S&P 500
ACP.WA,Asseco Poland Sa,,Europe,Pologne,STOXX Europe 600
ACS.MC,ACS,Construction,Europe,Espagne,IBEX 35|STOXX Europe 600
ACX.MC,Acerinox,Steel,Europe,Espagne,IBEX 35|STOXX Europe 600
AD.AS,Ahold Delhaize,Consumer Staples,Europe,Pays-Bas,EURO STOXX 50|AEX|STOXX Europe 600
ADBE,Adobe Inc.,Information Technology,US,États-Unis,S&P 500
ADDT-B.ST,Addtech B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ADEN.SW,Adecco Group Ag,,Europe,Suisse,STOXX Europe 600
ADI,Analog Devices,Information Technology,US,États-Unis,S&P 500
ADM,Archer Daniels Midland,Consumer Staples,US,États-Unis,S&P 500
ADM.L,Admiral Group,Insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ADP,Automatic Data Processing,Industrials,US,États-Unis,S&P 500
ADP.PA,Aeroports De Paris Sa,,Europe,France,STOXX Europe 600
ADS.DE,Adidas,Apparel,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
ADSK,Autodesk,Information Technology,US,États-Unis,S&P 500
ADYEN.AS,Adyen,Financials,Europe,Pays-Bas,EURO STOXX 50|AEX|STOXX Europe 600
AED.BR,Aedifica,Real Estate,Europe,Belgique,BEL 20|STOXX Europe 600
AEE,Ameren,Utilities,US,États-Unis,S&P 500
AENA.MC,AENA,Aviation,Europe,Espagne,IBEX 35|STOXX Europe 600
AEP,American Electric Power,Utilities,US,États-Unis,S&P 500
AEP.L,AEP Plantations,Food Producers,Europe,Royaume-Uni,FTSE 250
AES,AES Corporation,Utilities,US,États-Unis,S&P 500
AF.PA,Air France–KLM,consumer discretionary,Europe,France,CAC Next 20
AFL,Aflac,Financials,US,États-Unis,S&P 500
AG1.DE,Auto1 Group,,Europe,Allemagne,STOXX Europe 600
AGN.AS,Aegon,Financials,Europe,Pays-Bas,AEX|STOXX Europe 600
AGS.BR,Ageas,Financials,Europe,Belgique,BEL 20|STOXX Europe 600
AGT.L,AVI Global Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
AI.PA,Air Liquide,Basic Materials,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
AIE.L,Ashoka India Equity Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
AIG,American International Group,Financials,US,États-Unis,S&P 500
AIR.PA,Airbus,Industrials,Europe,France,CAC 40|DAX|EURO STOXX 50|STOXX Europe 600
AIXA.DE,Aixtron,,Europe,Allemagne,STOXX Europe 600
AIZ,Assurant,Financials,US,États-Unis,S&P 500
AJB.L,AJ Bell,Financial Services,Europe,Royaume-Uni,FTSE 250
AJG,Arthur J. Gallagher & Co.,Financials,US,États-Unis,S&P 500
AKAM,Akamai Technologies,Information Technology,US,États-Unis,S&P 500
AKE.PA,Arkema,specialty chemicals,Europe,France,CAC Next 20|STOXX Europe 600
AKER.OL,Aker,,Europe,Norvège,STOXX Europe 600
AKRBP.OL,Aker BP,oil: crude producers,Europe,Norvège,OBX|STOXX Europe 600
AKZA.AS,AkzoNobel,Basic Materials,Europe,Pays-Bas,AEX|STOXX Europe 600
ALB,Albemarle Corporation,Materials,US,États-Unis,S&P 500
ALC.SW,Alcon Inc,Health care,Europe,Suisse,SMI|STOXX Europe 600
ALE.WA,Allegro Sa,,Europe,Pologne,STOXX Europe 600
ALFA.L,Alfa Financial Software,Software and Computer Services,Europe,Royaume-Uni,FTSE 250
ALFA.ST,Alfa Laval,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ALGN,Align Technology,Health Care,US,États-Unis,S&P 500
ALK-B.CO,Alk-Abello Class B,,Europe,Danemark,STOXX Europe 600
ALL,Allstate,Financials,US,États-Unis,S&P 500
ALLE,Allegion,Industrials,US,États-Unis,S&P 500
ALLFG.AS,Allfunds Group Plc,,Europe,Pays-Bas,STOXX Europe 600
ALLN.SW,Allreal Holding Ag,,Europe,Suisse,STOXX Europe 600
ALO.PA,Alstom Sa,,Europe,France,STOXX Europe 600
ALPHA.AT,Alpha Bank Sa,,Europe,Grèce,STOXX Europe 600
ALSYDB.CO,AL Sydbank,Banks,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
ALTR.LS,Altri,Basic Resources,Europe,Portugal,PSI
ALV.DE,Allianz,Financial Services,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
ALW.L,Alliance Witan,Investment Trusts,Europe,Royaume-Uni,FTSE 100
AM.PA,Dassault Aviation Sa,,Europe,France,STOXX Europe 600
AMAT,Applied Materials,Information Technology,US,États-Unis,S&P 500
AMBU-B.CO,Ambu,Health Care,Europe,Danemark,OMX Copenhagen 25
AMCR,Amcor,Materials,US,États-Unis,S&P 500
AMD,Advanced Micro Devices,Information Technology,US,États-Unis,S&P 500
AME,Ametek,Industrials,US,États-Unis,S&P 500
AMGN,Amgen,Health Care,US,États-Unis,S&P 500
AMP,Ameriprise Financial,Financials,US,États-Unis,S&P 500
AMP.MI,Amplifon,Health Care,Europe,Italie,FTSE MIB
AMRZ.SW,Amrize AG,Materials,Europe,Suisse,SMI
AMS.MC,Amadeus IT Group,Tourism,Europe,Espagne,IBEX 35|STOXX Europe 600
AMT,American Tower,Real Estate,US,États-Unis,S&P 500
AMUN.PA,Amundi Sa,,Europe,France,STOXX Europe 600
AMZN,Amazon,Consumer Discretionary,US,États-Unis,S&P 500
ANA.MC,Acciona,Construction,Europe,Espagne,IBEX 35|STOXX Europe 600
ANDR.VI,Andritz Ag,,Europe,Autriche,STOXX Europe 600
ANE.MC,Acciona Energía,Energy,Europe,Espagne,IBEX 35
ANET,Arista Networks,Information Technology,US,États-Unis,S&P 500
ANTO.L,Antofagasta plc,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
AO.L,AO World,Retail,Europe,Royaume-Uni,FTSE 250
AON,Aon plc,Financials,US,États-Unis,S&P 500
AOS,A. O. Smith,Industrials,US,États-Unis,S&P 500
APA,APA Corporation,Energy,US,États-Unis,S&P 500
APAM.BR,Aperam,Basic Materials,Europe,Belgique,BEL 20
APD,Air Products,Materials,US,États-Unis,S&P 500
APH,Amphenol,Information Technology,US,États-Unis,S&P 500
APN.L,Applied Nutrition,Food Producers,Europe,Royaume-Uni,FTSE 250
APO,Apollo Global Management,Financials,US,États-Unis,S&P 500
APP,AppLovin,Communication Services,US,États-Unis,S&P 500
APTV,Aptiv,Consumer Discretionary,US,États-Unis,S&P 500
ARCAD.AS,Arcadis Nv,,Europe,Pays-Bas,STOXX Europe 600
ARE,Alexandria Real Estate Equities,Real Estate,US,États-Unis,S&P 500
ARES,Ares Management,Financials,US,États-Unis,S&P 500
ARGX.BR,Argenx,Health Care,Europe,Belgique,EURO STOXX 50|BEL 20
ASHM.L,Ashmore Group,Financial Services,Europe,Royaume-Uni,FTSE 250
ASL.L,Aberforth Smaller Companies Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ASM.AS,ASM International,Technology,Europe,Pays-Bas,AEX|STOXX Europe 600
ASML.AS,ASML Holding,Information Technology,Europe,Pays-Bas,EURO STOXX 50|AEX|STOXX Europe 600
ASRNL.AS,ASR Nederland,Financials,Europe,Pays-Bas,AEX|STOXX Europe 600
ASSA-B.ST,Assa Abloy B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ATCO-A.ST,Atlas Copco A,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ATG.L,Auction Technology Group,Software and Computer Services,Europe,Royaume-Uni,FTSE 250
ATO,Atmos Energy,Utilities,US,États-Unis,S&P 500
ATR.L,Schroder Asian Total Return Investment Company,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ATS.VI,At & S Austria Technologie & Syste,,Europe,Autriche,STOXX Europe 600
ATT.L,Allianz Technology Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ATYM.L,Atalaya Mining,Industrial Metals and Mining,Europe,Royaume-Uni,FTSE 250
AUTO.L,Autotrader Group,Media,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
AV.L,Aviva,Life insurance,Europe,Royaume-Uni,FTSE 100
AVGO,Broadcom,Information Technology,US,États-Unis,S&P 500
AVIO.MI,Avio,Aerospace,Europe,Italie,FTSE MIB
AVOL.SW,Avolta Ag,,Europe,Suisse,STOXX Europe 600
AVON.L,Avon Technologies,Industrial Goods and Services,Europe,Royaume-Uni,FTSE 250
AVY,Avery Dennison,Materials,US,États-Unis,S&P 500
AWK,American Water Works,Utilities,US,États-Unis,S&P 500
AXFO.ST,Axfood,,Europe,Suède,STOXX Europe 600
AXON,Axon Enterprise,Industrials,US,États-Unis,S&P 500
AXP,American Express,Financials,US,États-Unis,S&P 500
AYV.PA,Ayvens Sa,,Europe,France,STOXX Europe 600
AZA.ST,Avanza Bank Holding,,Europe,Suède,STOXX Europe 600
AZE.BR,Azelis Group,Industrials,Europe,Belgique,BEL 20
AZM.MI,Azimut,Financial Services,Europe,Italie,FTSE MIB|STOXX Europe 600
AZN.L,AstraZeneca,Pharmaceuticals & biotechnology,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
AZN.ST,AstraZeneca,Health Care,Europe,Suède,OMX Stockholm 30
AZO,AutoZone,Consumer Discretionary,US,États-Unis,S&P 500
BA,Boeing,Industrials,US,États-Unis,S&P 500
BA.L,BAE Systems,Aerospace & defence,Europe,Royaume-Uni,FTSE 100
BAB.L,Babcock International,Aerospace & defence,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BAC,Bank of America,Financials,US,États-Unis,S&P 500
BAER.SW,Julius Baer Gruppe Ag,,Europe,Suisse,STOXX Europe 600
BAG.L,A.G. Barr,Beverages,Europe,Royaume-Uni,FTSE 250
BALD-B.ST,Fastighets Balder Class B,,Europe,Suède,STOXX Europe 600
BALL,Ball Corporation,Materials,US,États-Unis,S&P 500
BAMI.MI,Banco BPM,Banks,Europe,Italie,FTSE MIB|STOXX Europe 600
BAMNB.AS,Bam Groep Koninklijke Nv,,Europe,Pays-Bas,STOXX Europe 600
BARC.L,Barclays,Banks,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BARN.SW,Barry Callebaut Ag,,Europe,Suisse,STOXX Europe 600
BAS.DE,BASF,Chemicals,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
BATS.L,British American Tobacco,Tobacco,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BAX,Baxter International,Health Care,US,États-Unis,S&P 500
BAYN.DE,Bayer,Pharmaceuticals,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
BBOX.L,Tritax Big Box REIT,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BBVA.MC,BBVA,Financials,Europe,Espagne,EURO STOXX 50|IBEX 35|STOXX Europe 600
BBY,Best Buy,Consumer Discretionary,US,États-Unis,S&P 500
BBY.L,Balfour Beatty,Construction & Materials,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
BC.MI,Brunello Cucinelli,Consumer Products and Services,Europe,Italie,FTSE MIB|STOXX Europe 600
BC8.DE,Bechtle Ag,,Europe,Allemagne,STOXX Europe 600
BCG.L,Baltic Classifieds,Consumer Digital Services,Europe,Royaume-Uni,FTSE 250
BCP.LS,Banco Comercial Português,Banks,Europe,Portugal,PSI|STOXX Europe 600
BCVN.SW,Bc Vaud N,,Europe,Suisse,STOXX Europe 600
BDX,Becton Dickinson,Health Care,US,États-Unis,S&P 500
BE,Bloom Energy,Industrials,US,États-Unis,S&P 500
BEAN.SW,Belimo N Ag,,Europe,Suisse,STOXX Europe 600
BEI.DE,Beiersdorf,Consumer goods,Europe,Allemagne,DAX|STOXX Europe 600
BEIJ-B.ST,Beijer Ref Class B,,Europe,Suède,STOXX Europe 600
BELA.AT,Jumbo,,Europe,Grèce,STOXX Europe 600
BEN,Franklin Resources,Financials,US,États-Unis,S&P 500
BESI.AS,BE Semiconductors,Technology,Europe,Pays-Bas,AEX|STOXX Europe 600
BEZ.L,Beazley,Insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BF-B,Brown–Forman,Consumer Staples,US,États-Unis,S&P 500
BFT.WA,Benefit Systems,,Europe,Pologne,STOXX Europe 600
BG,Bunge Global,Consumer Staples,US,États-Unis,S&P 500
BG.VI,Bawag Group Ag,,Europe,Autriche,STOXX Europe 600
BGEO.L,Lion Finance Group,Banking Services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BGFD.L,Baillie Gifford Japan Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BGN.MI,Banca Generali,,Europe,Italie,STOXX Europe 600
BHMG.L,BH Macro,Hedge Funds,Europe,Royaume-Uni,FTSE 250
BIIB,Biogen,Health Care,US,États-Unis,S&P 500
BIM.PA,BioMérieux,pharmaceuticals,Europe,France,CAC Next 20|STOXX Europe 600
BIRG.IR,Bank of Ireland,,Europe,Irlande,ISEQ 20|STOXX Europe 600
BKG.L,Berkeley Group Holdings,Household goods & home construction,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
BKNG,Booking Holdings,Consumer Discretionary,US,États-Unis,S&P 500
BKR,Baker Hughes,Energy,US,États-Unis,S&P 500
BKT.MC,Bankinter,Financial Services,Europe,Espagne,IBEX 35|STOXX Europe 600
BKW.SW,Bkw N Ag,,Europe,Suisse,STOXX Europe 600
BLK,BlackRock,Financials,US,États-Unis,S&P 500
BLND.L,British Land,Real estate,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BME.L,B&M,Retailers,Europe,Royaume-Uni,FTSE 250
BMED.MI,Banca Mediolanum,Financial Services,Europe,Italie,FTSE MIB|STOXX Europe 600
BMPS.MI,Banca Monte dei Paschi di Siena,Banks,Europe,Italie,FTSE MIB|STOXX Europe 600
BMW.DE,BMW,Automotive,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
BMY,Bristol Myers Squibb,Health Care,US,États-Unis,S&P 500
BMY.L,Bloomsbury Publishing,Media,Europe,Royaume-Uni,FTSE 250
BN.PA,Danone,Consumer Defensive,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
BNKR.L,Bankers Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BNP.PA,BNP Paribas,Financial Services,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
BNR.DE,Brenntag,Distribution,Europe,Allemagne,DAX|STOXX Europe 600
BNY,BNY Mellon,Financials,US,États-Unis,S&P 500
BNZL.L,Bunzl,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BOL.PA,Bollore,,Europe,France,STOXX Europe 600
BOL.ST,Boliden,Materials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
BOWL.L,Hollywood Bowl Group,Travel and leisure,Europe,Royaume-Uni,FTSE 250
BOY.L,Bodycote,Industrial Engineering,Europe,Royaume-Uni,FTSE 250
BP.L,BP,Oil & gas producers,Europe,Royaume-Uni,FTSE 100
BPCR.L,Biopharma Credit,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BPE.MI,BPER Banca,Banks,Europe,Italie,FTSE MIB|STOXX Europe 600
BPT.L,Bridgepoint Group,Financial Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
BR,Broadridge Financial Solutions,Industrials,US,États-Unis,S&P 500
BRBY.L,Burberry Group,Personal goods,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BREE.L,Breedon Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
BRGE.L,BlackRock Greater Europe Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BRK-B,Berkshire Hathaway,Financials,US,États-Unis,S&P 500
BRO,Brown & Brown,Financials,US,États-Unis,S&P 500
BRSC.L,BlackRock Smaller Companies Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BRWM.L,BlackRock World Mining Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BSX,Boston Scientific,Health Care,US,États-Unis,S&P 500
BT-A.L,BT Group,Telecommunications services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BTRW.L,Barratt Redrow,Household goods & home construction,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
BUT.L,Brunner Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
BVI.PA,Bureau Veritas,Inspection and certification,Europe,France,CAC 40|CAC Next 20|STOXX Europe 600
BWLPG.OL,BW LPG,marine transportation,Europe,Norvège,OBX
BWY.L,Bellway,Home Construction,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
BX,Blackstone Inc.,Financials,US,États-Unis,S&P 500
BXP,"BXP, Inc.",Real Estate,US,États-Unis,S&P 500
BYG.L,Big Yellow Group,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250
BYIT.L,Bytes Technology Group,Aerospace & Defence,Europe,Royaume-Uni,FTSE 250
BZU.MI,Buzzi,Construction and Materials,Europe,Italie,FTSE MIB|STOXX Europe 600
C,Citigroup,Financials,US,États-Unis,S&P 500
C5H.IR,Cairn Homes,,Europe,Irlande,ISEQ 20
CA.PA,Carrefour,Consumer Defensive,Europe,France,CAC 40|STOXX Europe 600
CABK.MC,CaixaBank,Financial Services,Europe,Espagne,IBEX 35|STOXX Europe 600
CAH,Cardinal Health,Health Care,US,États-Unis,S&P 500
CAP.PA,Capgemini,Technology,Europe,France,CAC 40|STOXX Europe 600
CARL-B.CO,Carlsberg Group,"Food, Beverage and Tobacco",Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
CARR,Carrier Global,Industrials,US,États-Unis,S&P 500
CAST.ST,Castellum,,Europe,Suède,STOXX Europe 600
CASY,Casey's,Consumer Staples,US,États-Unis,S&P 500
CAT,Caterpillar Inc.,Industrials,US,États-Unis,S&P 500
CB,Chubb Limited,Financials,US,États-Unis,S&P 500
CBG.L,Close Brothers Group,Financial Services,Europe,Royaume-Uni,FTSE 250
CBK.DE,Commerzbank,Financial Services,Europe,Allemagne,DAX|STOXX Europe 600
CBOE,Cboe Global Markets,Financials,US,États-Unis,S&P 500
CBRE,CBRE Group,Real Estate,US,États-Unis,S&P 500
CCC.L,Computacenter,Software & Computer Services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CCEP.L,Coca-Cola Europacific Partners,Beverages,Europe,Royaume-Uni,FTSE 100
CCH.L,Coca-Cola HBC,Beverages,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CCI,Crown Castle,Real Estate,US,États-Unis,S&P 500
CCL,Carnival Corporation,Consumer Discretionary,US,États-Unis,S&P 500
CDNS,Cadence Design Systems,Information Technology,US,États-Unis,S&P 500
CDR.WA,Cd Projekt Red,,Europe,Pologne,STOXX Europe 600
CDW,CDW Corporation,Information Technology,US,États-Unis,S&P 500
CEG,Constellation Energy,Utilities,US,États-Unis,S&P 500
CF,CF Industries,Materials,US,États-Unis,S&P 500
CFG,Citizens Financial Group,Financials,US,États-Unis,S&P 500
CFR.SW,Compagnie Financière Richemont SA,Retail discretionary,Europe,Suisse,SMI|STOXX Europe 600
CGT.L,Capital Gearing Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
CHD,Church & Dwight,Consumer Staples,US,États-Unis,S&P 500
CHG.L,Chemring Group,Aerospace & Defence,Europe,Royaume-Uni,FTSE 250
CHRW,C.H. Robinson,Industrials,US,États-Unis,S&P 500
CHTR,Charter Communications,Communication Services,US,États-Unis,S&P 500
CI,Cigna,Health Care,US,États-Unis,S&P 500
CIEN,Ciena,Information Technology,US,États-Unis,S&P 500
CINF,Cincinnati Financial,Financials,US,États-Unis,S&P 500
CKN.L,Clarkson,Industrial Transportation,Europe,Royaume-Uni,FTSE 250
CL,Colgate-Palmolive,Consumer Staples,US,États-Unis,S&P 500
CLDN.L,Caledonia Investments,Investment Trusts,Europe,Royaume-Uni,FTSE 250
CLNX.MC,Cellnex Telecom,Telecommunications,Europe,Espagne,IBEX 35|STOXX Europe 600
CLX,Clorox,Consumer Staples,US,États-Unis,S&P 500
CMBN.SW,Cembra Money Bank Ag,,Europe,Suisse,STOXX Europe 600
CMCSA,Comcast,Communication Services,US,États-Unis,S&P 500
CMCX.L,CMC Markets,Financial Services,Europe,Royaume-Uni,FTSE 250
CME,CME Group,Financials,US,États-Unis,S&P 500
CMG,Chipotle Mexican Grill,Consumer Discretionary,US,États-Unis,S&P 500
CMI,Cummins,Industrials,US,États-Unis,S&P 500
CMS,CMS Energy,Utilities,US,États-Unis,S&P 500
CNA.L,Centrica,Multiline utilities,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CNC,Centene Corporation,Health Care,US,États-Unis,S&P 500
CNP,CenterPoint Energy,Utilities,US,États-Unis,S&P 500
COA.L,Coats Group,Consumer Staples,Europe,Royaume-Uni,FTSE 250
COF,Capital One,Financials,US,États-Unis,S&P 500
COHR,Coherent Corp.,Information Technology,US,États-Unis,S&P 500
COIN,Coinbase,Financials,US,États-Unis,S&P 500
COL.MC,Inmobiliaria Colonial,Real Estate,Europe,Espagne,IBEX 35
COLO-B.CO,Coloplast,Health Care,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
CON.DE,Continental,Automotive,Europe,Allemagne,DAX|STOXX Europe 600
COO,Cooper Companies (The),Health Care,US,États-Unis,S&P 500
COP,ConocoPhillips,Energy,US,États-Unis,S&P 500
COR,Cencora,Health Care,US,États-Unis,S&P 500
COR.LS,Corticeira Amorim,Industrial Goods & Services,Europe,Portugal,PSI
CORD.L,Cordiant Digital Infrastructure,Investment Trusts,Europe,Royaume-Uni,FTSE 250
COST,Costco,Consumer Staples,US,États-Unis,S&P 500
COST.L,Costain Group,Engineering and Construction,Europe,Royaume-Uni,FTSE 250
COTN.SW,Comet Holding Ag,,Europe,Suisse,STOXX Europe 600
COV.PA,Covivio Sa,,Europe,France,STOXX Europe 600
CPAY,Corpay,Financials,US,États-Unis,S&P 500
CPG.L,Compass Group,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CPR.MI,Campari,"Food, Beverage and Tobacco",Europe,Italie,FTSE MIB|STOXX Europe 600
CPRT,Copart,Industrials,US,États-Unis,S&P 500
CPT,Camden Property Trust,Real Estate,US,États-Unis,S&P 500
CRDA.L,Croda International,Chemicals,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CRH,CRH plc,Materials,US,États-Unis,S&P 500
CRL,Charles River Laboratories,Health Care,US,États-Unis,S&P 500
CRM,Salesforce,Information Technology,US,États-Unis,S&P 500
CRWD,CrowdStrike,Information Technology,US,États-Unis,S&P 500
CS.PA,Axa,Financial Services,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
CSCO,Cisco,Information Technology,US,États-Unis,S&P 500
CSG.AS,Csg Class A Nv,,Europe,Pays-Bas,STOXX Europe 600
CSGP,CoStar Group,Real Estate,US,États-Unis,S&P 500
CSN.L,Chesnara,Life Insurance,Europe,Royaume-Uni,FTSE 250
CSX,CSX Corporation,Industrials,US,États-Unis,S&P 500
CTAS,Cintas,Industrials,US,États-Unis,S&P 500
CTEC.L,Convatec,Health care equipment & supplies,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
CTSH,Cognizant,Information Technology,US,États-Unis,S&P 500
CTT.LS,CTT Correios de Portugal,Industrial Goods & Services,Europe,Portugal,PSI
CTVA,Corteva,Materials,US,États-Unis,S&P 500
CTY.L,City of London Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
CURY.L,Currys,Retailers,Europe,Royaume-Uni,FTSE 250
CVC.AS,Cvc Capital Partners Plc,,Europe,Pays-Bas,STOXX Europe 600
CVNA,Carvana,Consumer Discretionary,US,États-Unis,S&P 500
CVS,CVS Health,Health Care,US,États-Unis,S&P 500
CVSG.L,CVS Group,Health Care,Europe,Royaume-Uni,FTSE 250
CVX,Chevron Corporation,Energy,US,États-Unis,S&P 500
CWK.L,Cranswick,Food Producers,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
CWR.L,Ceres Power,Alternative Energy,Europe,Royaume-Uni,FTSE 250
D,Dominion Energy,Utilities,US,États-Unis,S&P 500
DAL,Delta Air Lines,Industrials,US,États-Unis,S&P 500
DANSKE.CO,Danske Bank,Banks,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
DASH,DoorDash,Consumer Discretionary,US,États-Unis,S&P 500
DATA.L,GlobalData,Industrial Goods and Services,Europe,Royaume-Uni,FTSE 250
DB1.DE,Deutsche Börse,Financial Services,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
DBK.DE,Deutsche Bank,Financial Services,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
DCC.L,DCC Energy,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
DD,DuPont,Industrials,US,États-Unis,S&P 500
DDOG,Datadog,Information Technology,US,États-Unis,S&P 500
DE,Deere & Company,Industrials,US,États-Unis,S&P 500
DECK,Deckers Brands,Consumer Discretionary,US,États-Unis,S&P 500
DELL,Dell Technologies,Information Technology,US,États-Unis,S&P 500
DEMANT.CO,Demant,Health Care,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
DG,Dollar General,Consumer Staples,US,États-Unis,S&P 500
DG.PA,Vinci,Industrials,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
DGE.L,Diageo,Beverages,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
DGX,Quest Diagnostics,Health Care,US,États-Unis,S&P 500
DHER.DE,Delivery Hero,,Europe,Allemagne,STOXX Europe 600
DHI,D. R. Horton,Consumer Discretionary,US,États-Unis,S&P 500
