ticker,name,sector,region,country,indices
JFJ.L,JPMorgan Japanese Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JGGI.L,JPMorgan Global Growth & Income,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JKHY,Jack Henry & Associates,Financials,US,États-Unis,S&P 500
JMAT.L,Johnson Matthey,Chemicals,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
JMGI.L,JPMorgan Emerging Markets Growth & Income,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JMT.LS,Jerónimo Martins,"Personal Care, Drug & Grocery Stores",Europe,Portugal,PSI|STOXX Europe 600
JNJ,Johnson & Johnson,Health Care,US,États-Unis,S&P 500
JPM,JPMorgan Chase,Financials,US,États-Unis,S&P 500
JSG.L,Johnson Service Group,Industrial Support Services,Europe,Royaume-Uni,FTSE 250
JUP.L,Jupiter Fund Management,Financial Services,Europe,Royaume-Uni,FTSE 250
JYSK.CO,Jyske Bank,Banks,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
KALMAR.HE,Kalmar [fi] B,Industrials,Europe,Finlande,OMX Helsinki 25
KBC.BR,KBC,Financials,Europe,Belgique,BEL 20|STOXX Europe 600
KBCA.BR,Kbc Ancora Nv,,Europe,Belgique,STOXX Europe 600
KBX.DE,Knorr Bremse Ag,,Europe,Allemagne,STOXX Europe 600
KCR.HE,Konecranes,Industrials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
KDP,Keurig Dr Pepper,Consumer Staples,US,États-Unis,S&P 500
KEMIRA.HE,Kemira,Materials,Europe,Finlande,OMX Helsinki 25
KER.PA,Kering,Consumer Cyclical,Europe,France,CAC 40|STOXX Europe 600
KESKOB.HE,Kesko B,Consumer Staples,Europe,Finlande,OMX Helsinki 25
KEY,KeyCorp,Financials,US,États-Unis,S&P 500
KEYS,Keysight Technologies,Information Technology,US,États-Unis,S&P 500
KGF.L,Kingfisher plc,Retailers,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
KGH.WA,Kghm Polska Miedz Sa,,Europe,Pologne,STOXX Europe 600
KGX.DE,Kion Group Ag,,Europe,Allemagne,STOXX Europe 600
KHC,Kraft Heinz,Consumer Staples,US,États-Unis,S&P 500
KIE.L,Kier Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
KIM,Kimco Realty,Real Estate,US,États-Unis,S&P 500
KKR,KKR & Co.,Financials,US,États-Unis,S&P 500
KLAC,KLA Corporation,Information Technology,US,États-Unis,S&P 500
KLR.L,Keller Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
KMB,Kimberly-Clark,Consumer Staples,US,États-Unis,S&P 500
KMI,Kinder Morgan,Energy,US,États-Unis,S&P 500
KMR.IR,Kenmare Resources,,Europe,Irlande,ISEQ 20
KNEBV.HE,KONE,Industrials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
KNIN.SW,Kuehne + Nagel,Industrials,Europe,Suisse,SMI|STOXX Europe 600
KNOS.L,Kainos,Software & Computer Services,Europe,Royaume-Uni,FTSE 250
KO,Coca-Cola Company (The),Consumer Staples,US,États-Unis,S&P 500
KOG.OL,Kongsberg Gruppen,diversified industrials,Europe,Norvège,OBX|STOXX Europe 600
KOJAMO.HE,Kojamo [fi],Real Estate,Europe,Finlande,OMX Helsinki 25
KPN.AS,KPN,Telecommunications,Europe,Pays-Bas,AEX|STOXX Europe 600
KR,Kroger,Consumer Staples,US,États-Unis,S&P 500
KRX.IR,Kingspan Group,,Europe,Irlande,ISEQ 20|STOXX Europe 600
KRZ.IR,Kerry Group,,Europe,Irlande,ISEQ 20
KTY.WA,Grupa Kety,,Europe,Pologne,STOXX Europe 600
KVUE,Kenvue,Consumer Staples,US,États-Unis,S&P 500
L,Loews Corporation,Financials,US,États-Unis,S&P 500
LAGR-B.ST,Lagercrantz Group Class B,,Europe,Suède,STOXX Europe 600
LAND.L,Land Securities,Real estate investment trusts,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
LATO-B.ST,Latour Investment Class B,,Europe,Suède,STOXX Europe 600
LDO.MI,Leonardo,Industrial Goods and Services,Europe,Italie,FTSE MIB|STOXX Europe 600
LDOS,Leidos,Industrials,US,États-Unis,S&P 500
LEG.DE,Leg Immobilien N,,Europe,Allemagne,STOXX Europe 600
LEN,Lennar,Consumer Discretionary,US,États-Unis,S&P 500
LGEN.L,Legal & General,Life insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
LH,Labcorp,Health Care,US,États-Unis,S&P 500
LHA.DE,Deutsche Lufthansa Ag,,Europe,Allemagne,STOXX Europe 600
LHX,L3Harris,Industrials,US,États-Unis,S&P 500
LI.PA,Klépierre,real estate,Europe,France,CAC Next 20|STOXX Europe 600
LIFCO-B.ST,Lifco B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
LII,Lennox International,Industrials,US,États-Unis,S&P 500
LIN,Linde plc,Materials,US,États-Unis,S&P 500
LISP.SW,Chocoladefabriken Lindt & Spruengl,,Europe,Suisse,STOXX Europe 600
LITE,Lumentum,Information Technology,US,États-Unis,S&P 500
LLOY.L,Lloyds Banking Group,Banks,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
LLY,Lilly (Eli),Health Care,US,États-Unis,S&P 500
LMP.L,LondonMetric Property,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
LMT,Lockheed Martin,Industrials,US,États-Unis,S&P 500
LNT,Alliant Energy,Utilities,US,États-Unis,S&P 500
LOG.MC,Logista,Logistics,Europe,Espagne,IBEX 35
LOGN.SW,Logitech International SA,Information technology,Europe,Suisse,SMI|STOXX Europe 600
LONN.SW,Lonza Group AG,Materials,Europe,Suisse,SMI|STOXX Europe 600
LOOMIS.ST,Loomis Class B,,Europe,Suède,STOXX Europe 600
LOTB.BR,Lotus Bakeries,Consumer Staples,Europe,Belgique,BEL 20|STOXX Europe 600
LOW,Lowe's,Consumer Discretionary,US,États-Unis,S&P 500
LPP.WA,Lpp Sa,,Europe,Pologne,STOXX Europe 600
LR.PA,Legrand,Industrials,Europe,France,CAC 40|STOXX Europe 600
LRCX,Lam Research,Information Technology,US,États-Unis,S&P 500
LRE.L,Lancashire Holdings,Nonlife Insurance,Europe,Royaume-Uni,FTSE 250
LSEG.L,London Stock Exchange Group,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
LTMC.MI,Lottomatica Group,Gambling,Europe,Italie,FTSE MIB|STOXX Europe 600
LULU,Lululemon Athletica,Consumer Discretionary,US,États-Unis,S&P 500
LUND-B.ST,Lundbergforetagen Class B,,Europe,Suède,STOXX Europe 600
LUV,Southwest Airlines,Industrials,US,États-Unis,S&P 500
LVS,Las Vegas Sands,Consumer Discretionary,US,États-Unis,S&P 500
LWDB.L,Law Debenture,Investment Trusts,Europe,Royaume-Uni,FTSE 250
LYB,LyondellBasell,Materials,US,États-Unis,S&P 500
LYV,Live Nation Entertainment,Communication Services,US,États-Unis,S&P 500
MA,Mastercard,Financials,US,États-Unis,S&P 500
MAA,Mid-America Apartment Communities,Real Estate,US,États-Unis,S&P 500
MAB.L,Mitchells & Butlers,Travel & Leisure,Europe,Royaume-Uni,FTSE 250
MAERSK-A.CO,A.P. Møller-Mærsk (class A),Industrial Goods and Services,Europe,Danemark,OMX Copenhagen 25
MAERSK-B.CO,A.P. Møller-Mærsk (class B),Industrial Goods and Services,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
MANTA.HE,Mandatum [fi],Financials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
MAP.MC,Mapfre,Insurance,Europe,Espagne,IBEX 35|STOXX Europe 600
MAR,Marriott International,Consumer Discretionary,US,États-Unis,S&P 500
MAS,Masco,Industrials,US,États-Unis,S&P 500
MB.MI,Mediobanca,Banks,Europe,Italie,FTSE MIB
MBG.DE,Mercedes-Benz Group,Automotive,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
MBK.WA,Mbank Sa,,Europe,Pologne,STOXX Europe 600
MC.PA,LVMH,Consumer Cyclical,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
MCD,McDonald's,Consumer Discretionary,US,États-Unis,S&P 500
MCHP,Microchip Technology,Information Technology,US,États-Unis,S&P 500
MCK,McKesson Corporation,Health Care,US,États-Unis,S&P 500
MCO,Moody's Corporation,Financials,US,États-Unis,S&P 500
MDLZ,Mondelez International,Consumer Staples,US,États-Unis,S&P 500
MDT,Medtronic,Health Care,US,États-Unis,S&P 500
MEGP.L,ME Group International,Leisure Goods,Europe,Royaume-Uni,FTSE 250
MELE.BR,Melexis [nl],Electronic Equipment,Europe,Belgique,BEL 20
MET,MetLife,Financials,US,États-Unis,S&P 500
META,Meta Platforms,Communication Services,US,États-Unis,S&P 500
METSO.HE,Metso,Industrials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
MGAM.L,Morgan Advanced Materials,Electronic & Electrical Equipment,Europe,Royaume-Uni,FTSE 250
MGM,MGM Resorts,Consumer Discretionary,US,États-Unis,S&P 500
MGNS.L,Morgan Sindall Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
MICC.AS,Magnum Ice Cream,,Europe,Pays-Bas,STOXX Europe 600
MIL.WA,Bank Millennium Sa,,Europe,Pologne,STOXX Europe 600
MIO.IR,Mincon group,,Europe,Irlande,ISEQ 20
MKC,McCormick & Company,Consumer Staples,US,États-Unis,S&P 500
MKS.L,Marks & Spencer,Food & drug retailing,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ML.PA,Michelin,Industrials,Europe,France,CAC 40|STOXX Europe 600
MLC.IR,Malin Corp.,,Europe,Irlande,ISEQ 20
MLM,Martin Marietta Materials,Materials,US,États-Unis,S&P 500
MMM,3M,Industrials,US,États-Unis,S&P 500
MNDI.L,Mondi,Containers & packaging,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
MNG.L,M&G,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
MNKS.L,Monks Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
MNST,Monster Beverage,Consumer Staples,US,États-Unis,S&P 500
MNTN.L,Schiehallion Fund,Investment Trusts,Europe,Royaume-Uni,FTSE 250
MO,Altria,Consumer Staples,US,États-Unis,S&P 500
MOBN.SW,Mobimo Holding Ag,,Europe,Suisse,STOXX Europe 600
MOH.AT,Motor Oil (Hellas) Corinth Refiner,,Europe,Grèce,STOXX Europe 600
MONC.MI,Moncler,Consumer Products and Services,Europe,Italie,FTSE MIB|STOXX Europe 600
MONT.BR,Montea,Real Estate,Europe,Belgique,BEL 20
MONY.L,MONY Group,Media,Europe,Royaume-Uni,FTSE 250
MOON.L,Moonpig,Retailers,Europe,Royaume-Uni,FTSE 250
MOS,Mosaic Company (The),Materials,US,États-Unis,S&P 500
MOWI.OL,Mowi,"farming, fishing, ranching and plantations",Europe,Norvège,OBX|STOXX Europe 600
MPC,Marathon Petroleum,Energy,US,États-Unis,S&P 500
MPCC.OL,MPC Container Ships,marine transportation,Europe,Norvège,OBX
MPWR,Monolithic Power Systems,Information Technology,US,États-Unis,S&P 500
MRC.L,Mercantile Investment Trust,Collective Investments,Europe,Royaume-Uni,FTSE 250
MRCH.L,Merchants Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
MRK,Merck & Co.,Health Care,US,États-Unis,S&P 500
MRK.DE,Merck,Pharmaceuticals,Europe,Allemagne,DAX|STOXX Europe 600
MRL.MC,Merlin Properties,Real Estate,Europe,Espagne,IBEX 35|STOXX Europe 600
MRNA,Moderna,Health Care,US,États-Unis,S&P 500
MRO.L,Melrose Industries,Aerospace & defence,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
MRSH,Marsh McLennan,Financials,US,États-Unis,S&P 500
MRVL,Marvell Technology,Information Technology,US,États-Unis,S&P 500
MS,Morgan Stanley,Financials,US,États-Unis,S&P 500
MSCI,MSCI,Financials,US,États-Unis,S&P 500
MSFT,Microsoft,Information Technology,US,États-Unis,S&P 500
MSI,Motorola Solutions,Information Technology,US,États-Unis,S&P 500
MT.AS,ArcelorMittal,Basic Materials,Europe,Pays-Bas,CAC 40|AEX|STOXX Europe 600
MTB,M&T Bank,Financials,US,États-Unis,S&P 500
MTD,Mettler Toledo,Health Care,US,États-Unis,S&P 500
MTLN.L,Metlen Energy & Metals,Multiline utilities,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
MTO.L,Mitie,Support Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
MTRO.L,Metro Bank,Banks,Europe,Royaume-Uni,FTSE 250
MTS.MC,ArcelorMittal,Steel,Europe,Espagne,IBEX 35
MTX.DE,MTU Aero Engines,Aerospace & Defence,Europe,Allemagne,DAX|STOXX Europe 600
MU,Micron Technology,Information Technology,US,États-Unis,S&P 500
MUT.L,Murray Income Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
MUV2.DE,Munich Re,Financial Services,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
MYCR.ST,Mycronic,,Europe,Suède,STOXX Europe 600
MYI.L,Murray International Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
N91.L,Ninety One,Financial Services,Europe,Royaume-Uni,FTSE 250
NAIT.L,North American Income Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
NAS.L,North Atlantic Smaller Companies Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
NAS.OL,Norwegian Air Shuttle,airlines,Europe,Norvège,OBX
NBA.LS,Novabase,Technology,Europe,Portugal,PSI
NBPE.L,Neuberger Private Equity Partners,Collective Investments,Europe,Royaume-Uni,FTSE 250
NCC.L,NCC Group,Software and Computer Services,Europe,Royaume-Uni,FTSE 250
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,US,États-Unis,S&P 500
NDA-FI.HE,Nordea,Financials,Europe,Finlande,OMX Helsinki 25|EURO STOXX 50
NDA-SE.ST,Nordea Bank Abp,Financials,Europe,Suède,OMX Stockholm 30
NDA.CO,Nordea Bank Abp,Banks,Europe,Danemark,OMX Copenhagen 25
NDA.DE,Aurubis Ag,,Europe,Allemagne,STOXX Europe 600
NDAQ,"Nasdaq, Inc.",Financials,US,États-Unis,S&P 500
NDSN,Nordson Corporation,Industrials,US,États-Unis,S&P 500
NDX1.DE,Nordex,,Europe,Allemagne,STOXX Europe 600
NEE,NextEra Energy,Utilities,US,États-Unis,S&P 500
NEM,Newmont,Materials,US,États-Unis,S&P 500
NEM.DE,Nemetschek,,Europe,Allemagne,STOXX Europe 600
NESN.SW,Nestlé SA,Retail staples,Europe,Suisse,SMI|STOXX Europe 600
NESTE.HE,Neste,Energy,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
NEX.PA,Nexans Sa,,Europe,France,STOXX Europe 600
NEXI.MI,Nexi,Industrial Goods and Services,Europe,Italie,FTSE MIB|STOXX Europe 600
NFLX,Netflix,Communication Services,US,États-Unis,S&P 500
NG.L,National Grid plc,Multiline utilities,Europe,Royaume-Uni,FTSE 100
NHY.OL,Norsk Hydro,aluminum,Europe,Norvège,OBX|STOXX Europe 600
NI,NiSource,Utilities,US,États-Unis,S&P 500
NIBE-B.ST,Nibe Industrier B,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
NKE,"Nike, Inc.",Consumer Discretionary,US,États-Unis,S&P 500
NKT.CO,NKT,Industrial Goods and Services,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
NN.AS,NN Group,Financials,Europe,Pays-Bas,AEX|STOXX Europe 600
NOC,Northrop Grumman,Industrials,US,États-Unis,S&P 500
NOD.OL,Nordic Semiconductor,semiconductors,Europe,Norvège,OBX|STOXX Europe 600
NOKIA.HE,Nokia,Information Technology,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
NOS.LS,NOS,Telecommunications,Europe,Portugal,PSI
NOVN.SW,Novartis International AG,Health care,Europe,Suisse,SMI|STOXX Europe 600
NOVO-B.CO,Novo Nordisk,Health Care,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
NOW,ServiceNow,Information Technology,US,États-Unis,S&P 500
NRG,NRG Energy,Utilities,US,États-Unis,S&P 500
NSC,Norfolk Southern,Industrials,US,États-Unis,S&P 500
NSIS-B.CO,Novonesis,Health Care,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
NTAP,NetApp,Information Technology,US,États-Unis,S&P 500
NTGY.MC,Naturgy,Energy,Europe,Espagne,IBEX 35|STOXX Europe 600
NTRS,Northern Trust,Financials,US,États-Unis,S&P 500
NUE,Nucor,Materials,US,États-Unis,S&P 500
NVDA,Nvidia,Information Technology,US,États-Unis,S&P 500
NVG.LS,The Navigator Company,Basic Resources,Europe,Portugal,PSI
NVR,"NVR, Inc.",Consumer Discretionary,US,États-Unis,S&P 500
NWG.L,NatWest Group,Banks,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
NWS,News Corp (Class B),Communication Services,US,États-Unis,S&P 500
NWSA,News Corp (Class A),Communication Services,US,États-Unis,S&P 500
NXPI,NXP Semiconductors,Information Technology,US,États-Unis,S&P 500
NXT.L,Next plc,General retailers,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
O,Realty Income,Real Estate,US,États-Unis,S&P 500
OCDO.L,Ocado Group,Food & drug retailers,Europe,Royaume-Uni,FTSE 250
OCI.L,Oakley Capital Investments,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ODFL,Old Dominion,Industrials,US,États-Unis,S&P 500
OIZ.IR,Origin Enterprises,,Europe,Irlande,ISEQ 20
OKE,Oneok,Energy,US,États-Unis,S&P 500
OMC,Omnicom Group,Communication Services,US,États-Unis,S&P 500
OMV.VI,Omv,,Europe,Autriche,STOXX Europe 600
ON,ON Semiconductor,Information Technology,US,États-Unis,S&P 500
ONT.L,Oxford Nanopore Technologies,Health Care,Europe,Royaume-Uni,FTSE 250
OR.PA,L'Oréal,Consumer Defensive,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
ORA.PA,Orange,Communication Services,Europe,France,CAC 40|STOXX Europe 600
ORCL,Oracle Corporation,Information Technology,US,États-Unis,S&P 500
ORK.OL,Orkla,food products,Europe,Norvège,OBX|STOXX Europe 600
ORLY,O'Reilly Automotive,Consumer Discretionary,US,États-Unis,S&P 500
ORNBV.HE,Orion,Health Care,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
ORSTED.CO,Ørsted,Utilities,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
OSB.L,OSB Group,Banks,Europe,Royaume-Uni,FTSE 250
OTIS,Otis Worldwide,Industrials,US,États-Unis,S&P 500
OUT1V.HE,Outokumpu,Materials,Europe,Finlande,OMX Helsinki 25
OXB.L,Oxford Biomedica,Pharmaceuticals and Biotechnology,Europe,Royaume-Uni,FTSE 250
OXIG.L,Oxford Instruments,Electronic & Electrical Equipment,Europe,Royaume-Uni,FTSE 250
OXY,Occidental Petroleum,Energy,US,États-Unis,S&P 500
P,Everpure,Information Technology,US,États-Unis,S&P 500
P911.DE,Dr Ing Hc F Porsche Prf Ag,,Europe,Allemagne,STOXX Europe 600
PAF.L,Pan African Resources,Precious Metals and Mining,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
PAG.L,Paragon Banking Group,Financial Services,Europe,Royaume-Uni,FTSE 250
PAGE.L,Michael Page,Support Services,Europe,Royaume-Uni,FTSE 250
PAH3.DE,Porsche SE,Automotive,Europe,Allemagne,DAX|STOXX Europe 600
PANW,Palo Alto Networks,Information Technology,US,États-Unis,S&P 500
PAYX,Paychex,Industrials,US,États-Unis,S&P 500
PCAR,Paccar,Industrials,US,États-Unis,S&P 500
PCG,PG&E Corporation,Utilities,US,États-Unis,S&P 500
PCGH.L,Polar Capital Global Healthcare Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
PCT.L,Polar Capital Technology Trust,Investment trusts,Europe,Royaume-Uni,FTSE 100
PEG,Public Service Enterprise Group,Utilities,US,États-Unis,S&P 500
PEO.WA,Bank Pekao Sa,,Europe,Pologne,STOXX Europe 600
PEP,PepsiCo,Consumer Staples,US,États-Unis,S&P 500
PETS.L,Pets at Home,Retailers,Europe,Royaume-Uni,FTSE 250
PEY.L,Partners Group Private Equity,Investment Trusts,Europe,Royaume-Uni,FTSE 250
PFD.L,Premier Foods,Food & Drug Retailers,Europe,Royaume-Uni,FTSE 250
PFE,Pfizer,Health Care,US,États-Unis,S&P 500
PFG,Principal Financial Group,Financials,US,États-Unis,S&P 500
PG,Procter & Gamble,Consumer Staples,US,États-Unis,S&P 500
PGHN.SW,Partners Group Holding AG,Financials,Europe,Suisse,SMI|STOXX Europe 600
PGR,Progressive Corporation,Financials,US,États-Unis,S&P 500
PH,Parker Hannifin,Industrials,US,États-Unis,S&P 500
PHI.L,Pacific Horizon Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
PHIA.AS,Philips,Health Care,Europe,Pays-Bas,AEX|STOXX Europe 600
PHM,PulteGroup,Consumer Discretionary,US,États-Unis,S&P 500
PHP.L,Primary Health Properties,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
PHR.LS,Pharol,Telecommunications,Europe,Portugal,PSI
PIN.L,Pantheon International,Equity Investments,Europe,Royaume-Uni,FTSE 250
PINE.L,Pinewood Technologies,Software and Computer Services,Europe,Royaume-Uni,FTSE 250
PINT.L,Pantheon Infrastructure,Investment Trusts,Europe,Royaume-Uni,FTSE 250
PIRC.MI,Pirelli & C,,Europe,Italie,STOXX Europe 600
PKG,Packaging Corporation of America,Materials,US,États-Unis,S&P 500
PKN.WA,Orlen,,Europe,Pologne,STOXX Europe 600
PKO.WA,Powszechna Kasa Oszczednosci Bank,,Europe,Pologne,STOXX Europe 600
PLD,Prologis,Real Estate,US,États-Unis,S&P 500
PLTR,Palantir Technologies,Information Technology,US,États-Unis,S&P 500
PLUS.L,Plus500,Financial Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
PM,Philip Morris International,Consumer Staples,US,États-Unis,S&P 500
PNC,PNC Financial Services,Financials,US,États-Unis,S&P 500
PNDORA.CO,Pandora,Consumer Products and Services,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
PNL.L,Personal Assets Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
PNN.L,Pennon Group,"Gas, Water & Multiutilities",Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
PNR,Pentair,Industrials,US,États-Unis,S&P 500
PNW,Pinnacle West Capital,Utilities,US,États-Unis,S&P 500
PODD,Insulet Corporation,Health Care,US,États-Unis,S&P 500
POLN.L,Pollen Street Group,Financial Services,Europe,Royaume-Uni,FTSE 250
PPC.AT,Public Power Corporation Sa,,Europe,Grèce,STOXX Europe 600
PPET.L,Patria Private Equity Trust,Financial Services,Europe,Royaume-Uni,FTSE 250
PPG,PPG Industries,Materials,US,États-Unis,S&P 500
PPH.L,PPHE Hotel Group,Travel and Leisure,Europe,Royaume-Uni,FTSE 250
PPL,PPL Corporation,Utilities,US,États-Unis,S&P 500
PRN.L,Princes Group,Food and drink,Europe,Royaume-Uni,FTSE 250
PRU,Prudential Financial,Financials,US,États-Unis,S&P 500
PRU.L,Prudential plc,Life insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
PRX.AS,Prosus,Consumer Discretionary,Europe,Pays-Bas,EURO STOXX 50|AEX|STOXX Europe 600
PRY.MI,Prysmian,Industrial Goods and Services,Europe,Italie,FTSE MIB|STOXX Europe 600
PSA,Public Storage,Real Estate,US,États-Unis,S&P 500
PSH.L,Pershing Square Holdings,Financial services,Europe,Royaume-Uni,FTSE 100
PSKY,Paramount Skydance Corporation,Communication Services,US,États-Unis,S&P 500
PSN.L,Persimmon,Household goods & home construction,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
PSON.L,Pearson plc,Media,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
PSPN.SW,Psp Swiss Property Ag,,Europe,Suisse,STOXX Europe 600
PST.MI,Poste italiane,Financial Services,Europe,Italie,FTSE MIB|STOXX Europe 600
PSX,Phillips 66,Energy,US,États-Unis,S&P 500
PTC,PTC Inc.,Information Technology,US,États-Unis,S&P 500
PTEC.L,Playtech,Software & Computer Services,Europe,Royaume-Uni,FTSE 250
PTSB.IR,Permanent TSB,,Europe,Irlande,ISEQ 20
PUB.PA,Publicis,Communication Services,Europe,France,CAC 40|STOXX Europe 600
PUIG.MC,Puig,Clothes and Cosmetics,Europe,Espagne,IBEX 35|STOXX Europe 600
PUM.DE,Puma,,Europe,Allemagne,STOXX Europe 600
PWR,Quanta Services,Industrials,US,États-Unis,S&P 500
PYPL,PayPal,Financials,US,États-Unis,S&P 500
PZU.WA,Pzu Sa,,Europe,Pologne,STOXX Europe 600
Q,Qnity Electronics,Information Technology,US,États-Unis,S&P 500
QCOM,Qualcomm,Information Technology,US,États-Unis,S&P 500
QIA.DE,Qiagen,Biotech,Europe,Allemagne,DAX|STOXX Europe 600
QLT.L,Quilter,Financial Services,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
QQ.L,Qinetiq,Aerospace & Defence,Europe,Royaume-Uni,FTSE 250
QTCOM.HE,Qt Group,Information Technology,Europe,Finlande,OMX Helsinki 25
R3D.DE,Iveco Group Nv,,Europe,Allemagne,STOXX Europe 600
R3NK.DE,Renk Group Ag,,Europe,Allemagne,STOXX Europe 600
RAA.DE,Rational Ag,,Europe,Allemagne,STOXX Europe 600
RACE.MI,Ferrari,Consumer Discretionary,Europe,Italie,EURO STOXX 50|FTSE MIB|STOXX Europe 600
RAND.AS,Randstad,Industrials,Europe,Pays-Bas,AEX|STOXX Europe 600
RAT.L,Rathbones,Financial Services,Europe,Royaume-Uni,FTSE 250
RBI.VI,Raiffeisen Bank International Ag,,Europe,Autriche,STOXX Europe 600
RBREW.CO,Royal Unibrew,"Food, Beverage and Tobacco",Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
RCL,Royal Caribbean Group,Consumer Discretionary,US,États-Unis,S&P 500
RCO.PA,Rémy Cointreau,consumer staples,Europe,France,CAC Next 20
RCP.L,RIT Capital Partners,Investment Trusts,Europe,Royaume-Uni,FTSE 250
RDDT,Reddit,Communication Services,US,États-Unis,S&P 500
REC.MI,Recordati,Health Care,Europe,Italie,FTSE MIB|STOXX Europe 600
RED.MC,Redeia Corporación,Energy,Europe,Espagne,IBEX 35|STOXX Europe 600
REG,Regency Centers,Real Estate,US,États-Unis,S&P 500
REGN,Regeneron Pharmaceuticals,Health Care,US,États-Unis,S&P 500
REL.L,RELX,Media,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
REN.AS,RELX,Consumer Discretionary,Europe,Pays-Bas,AEX
RENE.LS,Redes Energéticas Nacionais,Utilities,Europe,Portugal,PSI
REP.MC,Repsol,Oil and Gas,Europe,Espagne,IBEX 35|STOXX Europe 600
REY.MI,Reply,,Europe,Italie,STOXX Europe 600
RF,Regions Financial Corporation,Financials,US,États-Unis,S&P 500
RHIM.L,RHI Magnesita,Support Services,Europe,Royaume-Uni,FTSE 250
RHM.DE,Rheinmetall,Aerospace & Defence,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
RI.PA,Pernod Ricard,Consumer Defensive,Europe,France,CAC 40|STOXX Europe 600
RICA.L,Ruffer Investment Company,Investment Trusts,Europe,Royaume-Uni,FTSE 250
RILBA.CO,Ringkjobing Landbobank,,Europe,Danemark,STOXX Europe 600
RIO.L,Rio Tinto,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
RJF,Raymond James Financial,Financials,US,États-Unis,S&P 500
RKT.L,Reckitt,Household goods & home construction,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
